State,District,Censuscode,Year,Predicted_GDDP (million )
Maharashtra,Nandurbar,497,1994,31939.02
Maharashtra,Nandurbar,497,1995,35178.32
Maharashtra,Nandurbar,497,1996,37461.97
Maharashtra,Nandurbar,497,1997,38522.62
Maharashtra,Nandurbar,497,1998,40519.55
Maharashtra,Nandurbar,497,1999,44046.3
Maharashtra,Nandurbar,497,2000,43388.23
Maharashtra,Nandurbar,497,2001,44593.66
Maharashtra,Nandurbar,497,2002,47076.27
Maharashtra,Nandurbar,497,2003,50560.88
Maharashtra,Nandurbar,497,2004,54563.79
Maharashtra,Nandurbar,497,2005,58706.48
Maharashtra,Nandurbar,497,2006,64235.3
Maharashtra,Nandurbar,497,2007,71776.59
Maharashtra,Nandurbar,497,2008,72008.78
Maharashtra,Nandurbar,497,2009,79111.9
Maharashtra,Nandurbar,497,2010,86251.3
Maharashtra,Nandurbar,497,2011,92416.85
Maharashtra,Nandurbar,497,2012,97932.73
Maharashtra,Nandurbar,497,2013,104297.8
Maharashtra,Nandurbar,497,2014,110025.7
Maharashtra,Nandurbar,497,2015,117427.2
Maharashtra,Nandurbar,497,2016,126981.9
Maharashtra,Nandurbar,497,2017,134865
Maharashtra,Nandurbar,497,2018,140509
Maharashtra,Nandurbar,497,2019,146488.1
Maharashtra,Nandurbar,497,2020,134802.3
Maharashtra,Nandurbar,497,2021,146526.7
Maharashtra,Nandurbar,497,2022,159685.7
Maharashtra,Nandurbar,497,2023,170003.8
Maharashtra,Nashik,516,1992,186263.7
Maharashtra,Nashik,516,1993,207220.4
Maharashtra,Nashik,516,1994,212445.1
Maharashtra,Nashik,516,1995,236892.4
Maharashtra,Nashik,516,1996,250104.6
Maharashtra,Nashik,516,1997,266314.8
Maharashtra,Nashik,516,1998,272424.9
Maharashtra,Nashik,516,1999,295509.1
Maharashtra,Nashik,516,2000,291673.5
Maharashtra,Nashik,516,2001,301698.5
Maharashtra,Nashik,516,2002,317328.7
Maharashtra,Nashik,516,2003,341671.5
Maharashtra,Nashik,516,2004,364416
Maharashtra,Nashik,516,2005,391586.3
Maharashtra,Nashik,516,2006,433719.2
Maharashtra,Nashik,516,2007,475914.9
Maharashtra,Nashik,516,2008,479605.7
Maharashtra,Nashik,516,2009,520325.1
Maharashtra,Nashik,516,2010,572280.4
Maharashtra,Nashik,516,2011,607066.7
Maharashtra,Nashik,516,2012,638622.6
Maharashtra,Nashik,516,2013,679987.3
Maharashtra,Nashik,516,2014,715288.3
Maharashtra,Nashik,516,2015,763247.6
Maharashtra,Nashik,516,2016,826908.9
Maharashtra,Nashik,516,2017,868463.4
Maharashtra,Nashik,516,2018,904524.6
Maharashtra,Nashik,516,2019,946018.4
Maharashtra,Nashik,516,2020,874308.5
Maharashtra,Nashik,516,2021,950406.6
Maharashtra,Nashik,516,2022,1042096
Maharashtra,Nashik,516,2023,1118036
Maharashtra,Osmanabad,525,1992,33261.64
Maharashtra,Osmanabad,525,1993,37186.84
Maharashtra,Osmanabad,525,1994,38906.56
Maharashtra,Osmanabad,525,1995,43300.66
Maharashtra,Osmanabad,525,1996,45693.61
Maharashtra,Osmanabad,525,1997,47942.43
Maharashtra,Osmanabad,525,1998,49886.42
Maharashtra,Osmanabad,525,1999,53904.64
Maharashtra,Osmanabad,525,2000,53237.88
Maharashtra,Osmanabad,525,2001,55579.88
Maharashtra,Osmanabad,525,2002,58536.82
Maharashtra,Osmanabad,525,2003,63010.52
Maharashtra,Osmanabad,525,2004,66774.9
Maharashtra,Osmanabad,525,2005,72499.1
Maharashtra,Osmanabad,525,2006,79482.02
Maharashtra,Osmanabad,525,2007,88926.39
Maharashtra,Osmanabad,525,2008,91526.06
Maharashtra,Osmanabad,525,2009,96961.71
Maharashtra,Osmanabad,525,2010,106854.9
Maharashtra,Osmanabad,525,2011,113459.3
Maharashtra,Osmanabad,525,2012,120776.3
Maharashtra,Osmanabad,525,2013,127811.8
Maharashtra,Osmanabad,525,2014,134216.1
Maharashtra,Osmanabad,525,2015,143423.1
Maharashtra,Osmanabad,525,2016,153807.9
Maharashtra,Osmanabad,525,2017,161121.8
Maharashtra,Osmanabad,525,2018,167292.3
Maharashtra,Osmanabad,525,2019,175027.3
Maharashtra,Osmanabad,525,2020,161592.3
Maharashtra,Osmanabad,525,2021,176506.1
Maharashtra,Osmanabad,525,2022,192940.4
Maharashtra,Osmanabad,525,2023,207494.6
Maharashtra,Parbhani,513,1992,37483.09
Maharashtra,Parbhani,513,1993,43178.97
Maharashtra,Parbhani,513,1994,44113.56
Maharashtra,Parbhani,513,1995,49512.57
Maharashtra,Parbhani,513,1996,51930.27
Maharashtra,Parbhani,513,1997,53826.96
Maharashtra,Parbhani,513,1998,56300.61
Maharashtra,Parbhani,513,1999,61073.55
Maharashtra,Parbhani,513,2000,61172.45
Maharashtra,Parbhani,513,2001,63255.13
Maharashtra,Parbhani,513,2002,66912.14
Maharashtra,Parbhani,513,2003,72793.34
Maharashtra,Parbhani,513,2004,76665.66
Maharashtra,Parbhani,513,2005,82051.24
Maharashtra,Parbhani,513,2006,88904.55
Maharashtra,Parbhani,513,2007,101304.2
Maharashtra,Parbhani,513,2008,103105.4
Maharashtra,Parbhani,513,2009,112174.8
Maharashtra,Parbhani,513,2010,122299.7
Maharashtra,Parbhani,513,2011,129587
Maharashtra,Parbhani,513,2012,137994.6
Maharashtra,Parbhani,513,2013,146704.3
Maharashtra,Parbhani,513,2014,153939.8
Maharashtra,Parbhani,513,2015,164695.9
Maharashtra,Parbhani,513,2016,176817.9
Maharashtra,Parbhani,513,2017,185900.5
Maharashtra,Parbhani,513,2018,192229.7
Maharashtra,Parbhani,513,2019,202413
Maharashtra,Parbhani,513,2020,185500.4
Maharashtra,Parbhani,513,2021,202984.1
Maharashtra,Parbhani,513,2022,220154.3
Maharashtra,Parbhani,513,2023,234802.9
Maharashtra,Pune,521,1992,389303.5
Maharashtra,Pune,521,1993,427471.4
Maharashtra,Pune,521,1994,442583.7
Maharashtra,Pune,521,1995,492330.1
Maharashtra,Pune,521,1996,516744.3
Maharashtra,Pune,521,1997,541337.3
Maharashtra,Pune,521,1998,566490.5
Maharashtra,Pune,521,1999,617690.8
Maharashtra,Pune,521,2000,613165.6
Maharashtra,Pune,521,2001,635998.1
Maharashtra,Pune,521,2002,670964.9
Maharashtra,Pune,521,2003,713653.9
Maharashtra,Pune,521,2004,766111.4
Maharashtra,Pune,521,2005,835587.6
Maharashtra,Pune,521,2006,926874.8
Maharashtra,Pune,521,2007,1020832
Maharashtra,Pune,521,2008,1049563
Maharashtra,Pune,521,2009,1141882
Maharashtra,Pune,521,2010,1257521
Maharashtra,Pune,521,2011,1325488
Maharashtra,Pune,521,2012,1346480
Maharashtra,Pune,521,2013,1441447
Maharashtra,Pune,521,2014,1519580
Maharashtra,Pune,521,2015,1627574
Maharashtra,Pune,521,2016,1759437
Maharashtra,Pune,521,2017,1844911
Maharashtra,Pune,521,2018,1918149
Maharashtra,Pune,521,2019,2017546
Maharashtra,Pune,521,2020,1850066
Maharashtra,Pune,521,2021,2018379
Maharashtra,Pune,521,2022,2217565
Maharashtra,Pune,521,2023,2384282
Maharashtra,Raigarh,520,1992,86668.67
Maharashtra,Raigarh,520,1993,97030.97
Maharashtra,Raigarh,520,1994,99711.73
Maharashtra,Raigarh,520,1995,110785.6
Maharashtra,Raigarh,520,1996,115335.5
Maharashtra,Raigarh,520,1997,120229.3
Maharashtra,Raigarh,520,1998,126506.9
Maharashtra,Raigarh,520,1999,137038.8
Maharashtra,Raigarh,520,2000,135606
Maharashtra,Raigarh,520,2001,139977.9
Maharashtra,Raigarh,520,2002,148221.9
Maharashtra,Raigarh,520,2003,157941.2
Maharashtra,Raigarh,520,2004,169696.5
Maharashtra,Raigarh,520,2005,183998.9
Maharashtra,Raigarh,520,2006,199901.5
Maharashtra,Raigarh,520,2007,222354
Maharashtra,Raigarh,520,2008,228037
Maharashtra,Raigarh,520,2009,249454.7
Maharashtra,Raigarh,520,2010,273979.6
Maharashtra,Raigarh,520,2011,287889.5
Maharashtra,Raigarh,520,2012,296250.8
Maharashtra,Raigarh,520,2013,317031.7
Maharashtra,Raigarh,520,2014,335158.5
Maharashtra,Raigarh,520,2015,355425.7
Maharashtra,Raigarh,520,2016,381129.1
Maharashtra,Raigarh,520,2017,399761.4
Maharashtra,Raigarh,520,2018,417094.2
Maharashtra,Raigarh,520,2019,437682.1
Maharashtra,Raigarh,520,2020,399728.2
Maharashtra,Raigarh,520,2021,436603.4
Maharashtra,Raigarh,520,2022,478312.8
Maharashtra,Raigarh,520,2023,513967.7
Maharashtra,Ratnagiri,528,1992,38982.47
Maharashtra,Ratnagiri,528,1993,45345.1
Maharashtra,Ratnagiri,528,1994,46865.75
Maharashtra,Ratnagiri,528,1995,53338.16
Maharashtra,Ratnagiri,528,1996,54849.12
Maharashtra,Ratnagiri,528,1997,57917.94
Maharashtra,Ratnagiri,528,1998,64582.91
Maharashtra,Ratnagiri,528,1999,68601.48
Maharashtra,Ratnagiri,528,2000,68614.56
Maharashtra,Ratnagiri,528,2001,71550.15
Maharashtra,Ratnagiri,528,2002,74526.45
Maharashtra,Ratnagiri,528,2003,78128.19
Maharashtra,Ratnagiri,528,2004,86895.05
Maharashtra,Ratnagiri,528,2005,95031.18
Maharashtra,Ratnagiri,528,2006,102390.1
Maharashtra,Ratnagiri,528,2007,113365.8
Maharashtra,Ratnagiri,528,2008,116329.6
Maharashtra,Ratnagiri,528,2009,124232.1
Maharashtra,Ratnagiri,528,2010,137225.2
Maharashtra,Ratnagiri,528,2011,142842.4
Maharashtra,Ratnagiri,528,2012,141348
Maharashtra,Ratnagiri,528,2013,150713.3
Maharashtra,Ratnagiri,528,2014,156619
Maharashtra,Ratnagiri,528,2015,166854
Maharashtra,Ratnagiri,528,2016,180924.7
Maharashtra,Ratnagiri,528,2017,193736.7
Maharashtra,Ratnagiri,528,2018,202195.5
Maharashtra,Ratnagiri,528,2019,213899.8
Maharashtra,Ratnagiri,528,2020,194982.9
Maharashtra,Ratnagiri,528,2021,211187
Maharashtra,Ratnagiri,528,2022,232078.6
Maharashtra,Ratnagiri,528,2023,249362.9
Maharashtra,Sangli,531,1992,73307.1
Maharashtra,Sangli,531,1993,80674.05
Maharashtra,Sangli,531,1994,84127.28
Maharashtra,Sangli,531,1995,92177.73
Maharashtra,Sangli,531,1996,97429.67
Maharashtra,Sangli,531,1997,101478.6
Maharashtra,Sangli,531,1998,107596.7
Maharashtra,Sangli,531,1999,116995.1
Maharashtra,Sangli,531,2000,115849.5
Maharashtra,Sangli,531,2001,120193.4
Maharashtra,Sangli,531,2002,126920.1
Maharashtra,Sangli,531,2003,133807
Maharashtra,Sangli,531,2004,142478.5
Maharashtra,Sangli,531,2005,155613.9
Maharashtra,Sangli,531,2006,172191.3
Maharashtra,Sangli,531,2007,187015
Maharashtra,Sangli,531,2008,192144.7
Maharashtra,Sangli,531,2009,207466.8
Maharashtra,Sangli,531,2010,228215.9
Maharashtra,Sangli,531,2011,243896.3
Maharashtra,Sangli,531,2012,249261.8
Maharashtra,Sangli,531,2013,264869.2
Maharashtra,Sangli,531,2014,277403.7
Maharashtra,Sangli,531,2015,298629.8
Maharashtra,Sangli,531,2016,321025
Maharashtra,Sangli,531,2017,337891.6
Maharashtra,Sangli,531,2018,349885.9
Maharashtra,Sangli,531,2019,367979.3
Maharashtra,Sangli,531,2020,339308.1
Maharashtra,Sangli,531,2021,368985.8
Maharashtra,Sangli,531,2022,403465.6
Maharashtra,Sangli,531,2023,436299.9
Maharashtra,Satara,527,1992,85477.29
Maharashtra,Satara,527,1993,94401.82
Maharashtra,Satara,527,1994,96761.47
Maharashtra,Satara,527,1995,108181.9
Maharashtra,Satara,527,1996,113834
Maharashtra,Satara,527,1997,117605.6
Maharashtra,Satara,527,1998,124643.3
Maharashtra,Satara,527,1999,135829.3
Maharashtra,Satara,527,2000,134177.5
Maharashtra,Satara,527,2001,139554.4
Maharashtra,Satara,527,2002,147385.7
Maharashtra,Satara,527,2003,156087.6
Maharashtra,Satara,527,2004,165744.5
Maharashtra,Satara,527,2005,180731.1
Maharashtra,Satara,527,2006,198271
Maharashtra,Satara,527,2007,218251.7
Maharashtra,Satara,527,2008,223782
Maharashtra,Satara,527,2009,243290.3
Maharashtra,Satara,527,2010,268429.2
Maharashtra,Satara,527,2011,285514.2
Maharashtra,Satara,527,2012,284631.5
Maharashtra,Satara,527,2013,303677.7
Maharashtra,Satara,527,2014,318312.8
Maharashtra,Satara,527,2015,341149
Maharashtra,Satara,527,2016,366812.8
Maharashtra,Satara,527,2017,387403.3
Maharashtra,Satara,527,2018,402339.6
Maharashtra,Satara,527,2019,422579.1
Maharashtra,Satara,527,2020,390025.3
Maharashtra,Satara,527,2021,423340.8
Maharashtra,Satara,527,2022,464334.7
Maharashtra,Satara,527,2023,500935.9
Maharashtra,Sindhudurg,529,1992,22289.46
Maharashtra,Sindhudurg,529,1993,26446.49
Maharashtra,Sindhudurg,529,1994,25944.64
Maharashtra,Sindhudurg,529,1995,30032.49
Maharashtra,Sindhudurg,529,1996,31592.17
Maharashtra,Sindhudurg,529,1997,33139.46
Maharashtra,Sindhudurg,529,1998,37196.69
Maharashtra,Sindhudurg,529,1999,39457.7
Maharashtra,Sindhudurg,529,2000,39948.16
Maharashtra,Sindhudurg,529,2001,41399.76
Maharashtra,Sindhudurg,529,2002,43309.18
Maharashtra,Sindhudurg,529,2003,45511.2
Maharashtra,Sindhudurg,529,2004,50536.04
Maharashtra,Sindhudurg,529,2005,55692.99
Maharashtra,Sindhudurg,529,2006,60084.05
Maharashtra,Sindhudurg,529,2007,66237.22
Maharashtra,Sindhudurg,529,2008,66334.12
Maharashtra,Sindhudurg,529,2009,71668.93
Maharashtra,Sindhudurg,529,2010,78583.78
Maharashtra,Sindhudurg,529,2011,83151.13
Maharashtra,Sindhudurg,529,2012,79908.43
Maharashtra,Sindhudurg,529,2013,85465.88
Maharashtra,Sindhudurg,529,2014,89901.79
Maharashtra,Sindhudurg,529,2015,94904.2
Maharashtra,Sindhudurg,529,2016,103516.9
Maharashtra,Sindhudurg,529,2017,112499.8
Maharashtra,Sindhudurg,529,2018,118531.1
Maharashtra,Sindhudurg,529,2019,127271.8
Maharashtra,Sindhudurg,529,2020,116317.9
Maharashtra,Sindhudurg,529,2021,126528.3
Maharashtra,Sindhudurg,529,2022,138242.8
Maharashtra,Sindhudurg,529,2023,146512.8
Maharashtra,Solapur,526,1992,120991.6
Maharashtra,Solapur,526,1993,133251.1
Maharashtra,Solapur,526,1994,139521.7
Maharashtra,Solapur,526,1995,153754.1
Maharashtra,Solapur,526,1996,163297.8
Maharashtra,Solapur,526,1997,173149.7
Maharashtra,Solapur,526,1998,178775.7
Maharashtra,Solapur,526,1999,192947.4
Maharashtra,Solapur,526,2000,191736.7
Maharashtra,Solapur,526,2001,201856.5
Maharashtra,Solapur,526,2002,211104.5
Maharashtra,Solapur,526,2003,225212.1
Maharashtra,Solapur,526,2004,239977.8
Maharashtra,Solapur,526,2005,261156.1
Maharashtra,Solapur,526,2006,288929.5
Maharashtra,Solapur,526,2007,317041.7
Maharashtra,Solapur,526,2008,328340
Maharashtra,Solapur,526,2009,353546.3
Maharashtra,Solapur,526,2010,390504
Maharashtra,Solapur,526,2011,414673.6
Maharashtra,Solapur,526,2012,434361.4
Maharashtra,Solapur,526,2013,462601.7
Maharashtra,Solapur,526,2014,485197.6
Maharashtra,Solapur,526,2015,525743.1
Maharashtra,Solapur,526,2016,564926.5
Maharashtra,Solapur,526,2017,593339.4
Maharashtra,Solapur,526,2018,614022.5
Maharashtra,Solapur,526,2019,643899.8
Maharashtra,Solapur,526,2020,590259.5
Maharashtra,Solapur,526,2021,638550.9
Maharashtra,Solapur,526,2022,698793.8
Maharashtra,Solapur,526,2023,753321.8
Maharashtra,Thane,517,1992,589649.9
Maharashtra,Thane,517,1993,655798.4
Maharashtra,Thane,517,1994,677110.1
Maharashtra,Thane,517,1995,751228.4
Maharashtra,Thane,517,1996,783449.1
Maharashtra,Thane,517,1997,823559.4
Maharashtra,Thane,517,1998,869585.8
Maharashtra,Thane,517,1999,939524.1
Maharashtra,Thane,517,2000,933727
Maharashtra,Thane,517,2001,963974.6
Maharashtra,Thane,517,2002,1020391
Maharashtra,Thane,517,2003,1082611
Maharashtra,Thane,517,2004,1157792
Maharashtra,Thane,517,2005,1278377
Maharashtra,Thane,517,2006,1396628
Maharashtra,Thane,517,2007,1540987
Maharashtra,Thane,517,2008,1572372
Maharashtra,Thane,517,2009,1716261
Maharashtra,Thane,517,2010,1891220
Maharashtra,Thane,517,2011,1995357
Maharashtra,Thane,517,2012,2051505
Maharashtra,Thane,517,2013,2198537
Maharashtra,Thane,517,2014,2317084
Maharashtra,Thane,517,2015,2467554
Maharashtra,Thane,517,2016,2660939
Maharashtra,Thane,517,2017,2776302
Maharashtra,Thane,517,2018,2883364
Maharashtra,Thane,517,2019,3007940
Maharashtra,Thane,517,2020,2747087
Maharashtra,Thane,517,2021,2997716
Maharashtra,Thane,517,2022,3281004
Maharashtra,Thane,517,2023,3521249
Maharashtra,Wardha,504,1992,33337.34
Maharashtra,Wardha,504,1993,37478.11
Maharashtra,Wardha,504,1994,38555.3
Maharashtra,Wardha,504,1995,43216.91
Maharashtra,Wardha,504,1996,45344.09
Maharashtra,Wardha,504,1997,47087.32
Maharashtra,Wardha,504,1998,50021.29
Maharashtra,Wardha,504,1999,53168.52
Maharashtra,Wardha,504,2000,53749.1
Maharashtra,Wardha,504,2001,55256.83
Maharashtra,Wardha,504,2002,59075.36
Maharashtra,Wardha,504,2003,63090.28
Maharashtra,Wardha,504,2004,67692.26
Maharashtra,Wardha,504,2005,72551.29
Maharashtra,Wardha,504,2006,79039.54
Maharashtra,Wardha,504,2007,89459.49
Maharashtra,Wardha,504,2008,91317.48
Maharashtra,Wardha,504,2009,94255.28
Maharashtra,Wardha,504,2010,105402.8
Maharashtra,Wardha,504,2011,114223.4
Maharashtra,Wardha,504,2012,123292.4
Maharashtra,Wardha,504,2013,131167.7
Maharashtra,Wardha,504,2014,138304.4
Maharashtra,Wardha,504,2015,146916.8
Maharashtra,Wardha,504,2016,157563.8
Maharashtra,Wardha,504,2017,165922.7
Maharashtra,Wardha,504,2018,172070.2
Maharashtra,Wardha,504,2019,180778.3
Maharashtra,Wardha,504,2020,165714.4
Maharashtra,Wardha,504,2021,181476.7
Maharashtra,Wardha,504,2022,197104.5
Maharashtra,Wardha,504,2023,211265
Maharashtra,Washim,502,1992,17589.84
Maharashtra,Washim,502,1993,20662.88
Maharashtra,Washim,502,1994,20816.71
Maharashtra,Washim,502,1995,23419.39
Maharashtra,Washim,502,1996,24119.35
Maharashtra,Washim,502,1997,24772.79
Maharashtra,Washim,502,1998,26832.86
Maharashtra,Washim,502,1999,29279.25
Maharashtra,Washim,502,2000,29186.15
Maharashtra,Washim,502,2001,29890.19
Maharashtra,Washim,502,2002,31744.47
Maharashtra,Washim,502,2003,34485.65
Maharashtra,Washim,502,2004,35828.34
Maharashtra,Washim,502,2005,38613.14
Maharashtra,Washim,502,2006,40319.36
Maharashtra,Washim,502,2007,47111.52
Maharashtra,Washim,502,2008,48278.42
Maharashtra,Washim,502,2009,51304.75
Maharashtra,Washim,502,2010,56628.32
Maharashtra,Washim,502,2011,61411
Maharashtra,Washim,502,2012,66674.8
Maharashtra,Washim,502,2013,70884.06
Maharashtra,Washim,502,2014,74530.02
Maharashtra,Washim,502,2015,79271.73
Maharashtra,Washim,502,2016,85274.77
Maharashtra,Washim,502,2017,89986.87
Maharashtra,Washim,502,2018,92372.95
Maharashtra,Washim,502,2019,96661.88
Maharashtra,Washim,502,2020,88330.48
Maharashtra,Washim,502,2021,96701.09
Maharashtra,Washim,502,2022,105204.6
Maharashtra,Washim,502,2023,113131.6
Maharashtra,Yavatmal,510,1992,46346
Maharashtra,Yavatmal,510,1993,52920.07
Maharashtra,Yavatmal,510,1994,55217.9
Maharashtra,Yavatmal,510,1995,61260.2
Maharashtra,Yavatmal,510,1996,64842.42
Maharashtra,Yavatmal,510,1997,68452.06
Maharashtra,Yavatmal,510,1998,72692.06
Maharashtra,Yavatmal,510,1999,77902.77
Maharashtra,Yavatmal,510,2000,78893.7
Maharashtra,Yavatmal,510,2001,81084.36
Maharashtra,Yavatmal,510,2002,86176.72
Maharashtra,Yavatmal,510,2003,93704
Maharashtra,Yavatmal,510,2004,99358.72
Maharashtra,Yavatmal,510,2005,107365.8
Maharashtra,Yavatmal,510,2006,115368.7
Maharashtra,Yavatmal,510,2007,131101.5
Maharashtra,Yavatmal,510,2008,135645.6
Maharashtra,Yavatmal,510,2009,140645.2
Maharashtra,Yavatmal,510,2010,158659.8
Maharashtra,Yavatmal,510,2011,168039.5
Maharashtra,Yavatmal,510,2012,182326.6
Maharashtra,Yavatmal,510,2013,194239.1
Maharashtra,Yavatmal,510,2014,204129.1
Maharashtra,Yavatmal,510,2015,217011
Maharashtra,Yavatmal,510,2016,233468.3
Maharashtra,Yavatmal,510,2017,246445.4
Maharashtra,Yavatmal,510,2018,253149.4
Maharashtra,Yavatmal,510,2019,265206.9
Maharashtra,Yavatmal,510,2020,242880.1
Maharashtra,Yavatmal,510,2021,266220.3
Maharashtra,Yavatmal,510,2022,288878.8
Maharashtra,Yavatmal,510,2023,308694.7
